X;Filing Date;Trade Date;Ticker;Company Name;Insider Name;Title;Trade Type;Price;Qty;Owned;ΔOwn;Value;1d;1w;1m;6m
M;22.05.2025 18:04;20.05.2025;APP;Applovin Corp;Foroughi Arash Adam;CEO, Chairperson, 10%;S - Sale;$367.02;-133,7;3,541,363;-4%;-$49,070,352;;;;
;28.05.2025 19:03;23.05.2025;APP;Applovin Corp;Shikin Vasily;CTO;S - Sale;$353.50;-47,734;3,499,653;-1%;-$16,874,117;;;;
;28.05.2025 19:06;23.05.2025;APP;Applovin Corp;Shikin Vasily;CTO;S - Sale;$353.64;-34,766;496,339;-7%;-$12,294,665;;;;
;19.12.2024 18:13;17.12.2024;AVGO;Broadcom Inc.;You Harry L.;Dir;S - Sale;$240.00;-6,54;30,45;-18%;-$1,569,626;;;;
;26.12.2024 18:43;23.12.2024;AVGO;Broadcom Inc.;Bryant Diane M;Dir;S - Sale;$226.68;-15;6,78;-69%;-$3,400,200;;;;
;26.12.2024 18:57;20.12.2024;AVGO;Broadcom Inc.;Spears Kirsten M.;CFO, Chief Accounting Officer;S - Sale;$229.62;-12,57;325,443;-4%;-$2,886,323;;;;
;27.12.2024 17:49;24.12.2024;AVGO;Broadcom Inc.;Brazeal Mark David;Chief Legal, Corp Affairs Ofc;S - Sale;$238.79;-20,168;321,66;-6%;-$4,815,937;;;;
;27.12.2024 17:59;24.12.2024;AVGO;Broadcom Inc.;Tan Hock E;Pres, CEO;S - Sale;$239.96;-45;1,844,746;-2%;-$10,798,200;;;;
;06.01.2025 17:32;02.01.2025;AVGO;Broadcom Inc.;Kawwas Charlie B;Pres, Semi Solutions Grp;S - Sale;$231.98;-40;782,52;-5%;-$9,279,200;;;;
;08.01.2025 17:41;06.01.2025;AVGO;Broadcom Inc.;Low Check Kian;Dir;S - Sale;$235.35;-48;113,05;-30%;-$11,296,800;;;;
;10.01.2025 17:41;08.01.2025;AVGO;Broadcom Inc.;Hartenstein Eddy W;Dir;S - Sale;$229.64;-4;48,29;-8%;-$918,548;;;;
;26.03.2025 16:51;24.03.2025;AVGO;Broadcom Inc.;Brazeal Mark David;Chief Legal, Corp Affairs Ofc;S - Sale;$194.65;-30;490,956;-6%;-$5,839,500;;;;
;28.03.2025 17:00;26.03.2025;AVGO;Broadcom Inc.;Samueli Henry;Dir;S - Sale;$181.60;-663,976;87,107,283;-1%;-$120,576,863;;;;
;15.04.2025 17:19;11.04.2025;AVGO;Broadcom Inc.;Brazeal Mark David;Chief Legal, Corp Affairs Ofc;S - Sale;$180.00;-25;465,956;-5%;-$4,500,000;;;;
;16.04.2025 17:23;14.04.2025;AVGO;Broadcom Inc.;Page Justine;Dir;S - Sale;$185.00;-800;25,38;-3%;-$148,000;;;;
;16.05.2025 16:52;14.05.2025;AVGO;Broadcom Inc.;Page Justine;Dir;S - Sale;$230.19;-800;26,182;-3%;-$184,152;;;;
;04.11.2024 16:49;01.11.2024;CRM;Salesforce, Inc.;Reddy Sundeep G.;EVP, Chief Accounting Officer;S - Sale;$290.23;-500;6,506;-7%;-$145,115;;;;
D;06.11.2024 17:19;05.11.2024;CRM;Salesforce, Inc.;Harris Parker;Co-Founder, CTO, Slack;S - Sale+OE;$296.74;-3,97;1,927,880;0%;-$1,178,044;;;;
D;22.11.2024 20:20;22.11.2024;CRM;Salesforce, Inc.;Millham Brian;Pres, COO;S - Sale+OE;$338.95;-14,808;0;-100%;-$5,019,172;;;;
D;25.11.2024 18:49;25.11.2024;CRM;Salesforce, Inc.;Niles Sabastian;Pres, CLO;S - Sale+OE;$342.81;-931;1,559;-37%;-$319,156;;;;
D;25.11.2024 18:51;25.11.2024;CRM;Salesforce, Inc.;Milano Miguel;Pres, CRO;S - Sale+OE;$342.81;-719;4,659;-13%;-$246,481;;;;
;26.11.2024 19:46;26.11.2024;CRM;Salesforce, Inc.;Niles Sabastian;Pres, CLO;S - Sale;$341.98;-548;1,011;-35%;-$187,405;;;;
D;20.12.2024 16:23;18.12.2024;CRM;Salesforce, Inc.;Benioff Marc;Chair, CEO;S - Sale+OE;$346.78;-317,105;22,269,457;-1%;-$109,964,318;;;;
M;20.12.2024 17:01;18.12.2024;CRM;Salesforce, Inc.;Morfit G Mason;See Remarks;S - Sale;$344.55;-1,015,800;2,898,509;-26%;-$349,993,963;;;;
D;23.12.2024 20:13;23.12.2024;CRM;Salesforce, Inc.;Tallapragada Srinivas;Pres, Chief Engineering Office;S - Sale+OE;$339.51;-174,072;25,794;-87%;-$59,099,368;;;;
D;23.12.2024 20:22;23.12.2024;CRM;Salesforce, Inc.;Millham Brian;Pres, COO;S - Sale+OE;$340.68;-16,487;1,662;-91%;-$5,616,834;;;;
D;23.12.2024 20:26;23.12.2024;CRM;Salesforce, Inc.;Weaver Amy E;Pres, CFO;S - Sale+OE;$339.78;-942;53,861;-2%;-$320,069;;;;
D;23.12.2024 20:28;23.12.2024;CRM;Salesforce, Inc.;Reddy Sundeep G.;EVP, Chief Accounting Officer;S - Sale+OE;$339.78;-65;6,584;-1%;-$22,085;;;;
D;23.12.2024 20:31;23.12.2024;CRM;Salesforce, Inc.;Schmaier R David;Pres, Chief Product Officer;S - Sale+OE;$339.78;-631;20,901;-3%;-$214,398;;;;
D;23.12.2024 21:10;23.12.2024;CRM;Salesforce, Inc.;Harris Parker;Co-Founder, CTO, Slack;S - Sale+OE;$339.78;-942;1,928,811;0%;-$320,069;;;;
D;26.12.2024 16:58;24.12.2024;CRM;Salesforce, Inc.;Weaver Amy E;Pres, CFO;S - Sale+OE;$343.00;-6,221;45,861;-12%;-$2,133,803;;;;
;26.12.2024 17:05;24.12.2024;CRM;Salesforce, Inc.;Millham Brian;Pres, COO;S - Sale;$343.00;-1,662;0;-100%;-$570,066;;;;
;27.12.2024 16:37;26.12.2024;CRM;Salesforce, Inc.;Schmaier R David;Pres, Chief Product Officer;S - Sale;$344.00;-1,785;19,116;-9%;-$614,040;;;;
D;03.01.2025 16:43;02.01.2025;CRM;Salesforce, Inc.;Weaver Amy E;Pres, CFO;S - Sale+OE;$338.92;-6,221;45,861;-12%;-$2,108,421;;;;
D;16.01.2025 16:39;15.01.2025;CRM;Salesforce, Inc.;Weaver Amy E;Pres, CFO;S - Sale+OE;$329.88;-6,221;45,861;-12%;-$2,052,183;;;;
D;23.01.2025 18:48;23.01.2025;CRM;Salesforce, Inc.;Millham Brian;Pres, COO;S - Sale+OE;$332.28;-708;1,239;-36%;-$235,256;;;;
D;23.01.2025 18:50;23.01.2025;CRM;Salesforce, Inc.;Reddy Sundeep G.;EVP, Chief Accounting Officer;S - Sale+OE;$332.28;-436;7,057;-6%;-$144,875;;;;
D;23.01.2025 18:52;23.01.2025;CRM;Salesforce, Inc.;Schmaier R David;Pres, Chief Product Officer;S - Sale+OE;$332.28;-647;20,237;-3%;-$214,987;;;;
DM;23.01.2025 18:55;22.01.2025;CRM;Salesforce, Inc.;Tallapragada Srinivas;Pres, Chief Engineering Office;S - Sale+OE;$331.39;-5,12;26,907;-16%;-$1,696,695;;;;
D;23.01.2025 18:56;23.01.2025;CRM;Salesforce, Inc.;Harris Parker;Co-Founder, CTO, Slack;S - Sale+OE;$332.28;-652;1,929,945;0%;-$216,648;;;;
D;23.01.2025 18:58;23.01.2025;CRM;Salesforce, Inc.;Weaver Amy E;Pres, CFO;S - Sale+OE;$332.28;-897;46,75;-2%;-$298,058;;;;
D;04.02.2025 17:48;03.02.2025;CRM;Salesforce, Inc.;Weaver Amy E;Pres, CFO;S - Sale+OE;$335.94;-6,221;46,75;-12%;-$2,089,883;;;;
;04.02.2025 17:52;03.02.2025;CRM;Salesforce, Inc.;Reddy Sundeep G.;EVP, Chief Accounting Officer;S - Sale;$335.94;-500;6,557;-7%;-$167,970;;;;
D;19.02.2025 16:42;18.02.2025;CRM;Salesforce, Inc.;Weaver Amy E;Pres, CFO;S - Sale+OE;$328.18;-6,221;46,75;-12%;-$2,041,608;;;;
D;24.02.2025 21:23;24.02.2025;CRM;Salesforce, Inc.;Niles Sabastian;Pres, CLO;S - Sale+OE;$307.97;-690;1,984;-26%;-$212,496;;;;
D;24.02.2025 21:25;24.02.2025;CRM;Salesforce, Inc.;Milano Miguel;Pres, CRO;S - Sale+OE;$307.97;-458;5,864;-7%;-$141,048;;;;
D;25.02.2025 20:40;24.02.2025;CRM;Salesforce, Inc.;Tallapragada Srinivas;Pres, Chief Engineering Office;S - Sale+OE;$312.73;-4,447;26,907;-14%;-$1,390,710;;;;
;26.02.2025 19:23;25.02.2025;CRM;Salesforce, Inc.;Niles Sabastian;Pres, CLO;S - Sale;$306.24;-730;1,254;-37%;-$223,555;;;;
;03.03.2025 17:36;28.02.2025;CRM;Salesforce, Inc.;Washington Robin L;Dir;P - Purchase;$294.61;1,695;43,445;4%;+$499,355;;;;
D;04.03.2025 17:42;03.03.2025;CRM;Salesforce, Inc.;Weaver Amy E;Pres, CFO;S - Sale+OE;$301.00;-6,221;46,75;-12%;-$1,872,521;;;;
D;18.03.2025 17:40;17.03.2025;CRM;Salesforce, Inc.;Weaver Amy E;Pres, CFO;S - Sale+OE;$277.37;-6,221;46,75;-12%;-$1,725,519;;;;
;27.03.2025 16:31;26.03.2025;CRM;Salesforce, Inc.;Schmaier R David;Pres, Chief Product Officer;S - Sale;$288.34;-1,785;29,19;-6%;-$514,687;;;;
D;25.03.2025 17:21;24.03.2025;CRM;Salesforce, Inc.;Tallapragada Srinivas;Pres, Chief Engineering Office;S - Sale+OE;$284.58;-4,001;30,873;-11%;-$1,138,603;;;;
D;25.03.2025 17:15;24.03.2025;CRM;Salesforce, Inc.;Schmaier R David;Pres, Chief Product Officer;S - Sale+OE;$284.58;-2,957;30,975;-9%;-$841,502;;;;
DM;25.03.2025 17:12;24.03.2025;CRM;Salesforce, Inc.;Niles Sabastian;Pres, CLO;S - Sale+OE;$285.36;-3,549;1,766;-67%;-$1,012,725;;;;
D;25.03.2025 17:06;24.03.2025;CRM;Salesforce, Inc.;Milano Miguel;Pres, CRO;S - Sale+OE;$284.58;-1,559;8,366;-16%;-$443,660;;;;
D;25.03.2025 17:27;24.03.2025;CRM;Salesforce, Inc.;Reddy Sundeep G.;EVP, Chief Accounting Officer;S - Sale+OE;$284.58;-1,909;11,31;-14%;-$543,263;;;;
D;25.03.2025 17:08;24.03.2025;CRM;Salesforce, Inc.;Millham Brian;Advisor to CEO;S - Sale+OE;$284.58;-3,937;5,518;-42%;-$1,120,390;;;;
D;25.03.2025 18:08;24.03.2025;CRM;Salesforce, Inc.;Harris Parker;Co-Founder, CTO, Slack;S - Sale+OE;$284.58;-3,273;1,933,624;0%;-$931,429;;;;
;04.04.2025 19:36;03.04.2025;CRM;Salesforce, Inc.;Munoz Oscar;Dir;P - Purchase;$257.28;3,882;11,843;49%;+$998,773;;;;
;17.04.2025 16:24;16.04.2025;CRM;Salesforce, Inc.;Tallapragada Srinivas;Chief Eng, Cust Success Office;S - Sale;$253.31;-9,742;40,534;-19%;-$2,467,725;;;;
;17.04.2025 16:28;16.04.2025;CRM;Salesforce, Inc.;Reddy Sundeep G.;EVP, Chief Accounting Officer;S - Sale;$253.31;-1,256;12,826;-9%;-$318,155;;;;
;17.04.2025 16:32;16.04.2025;CRM;Salesforce, Inc.;Harris Parker;Co-Founder, CTO, Slack;S - Sale;$253.31;-9,742;1,943,285;0%;-$2,467,725;;;;
;17.04.2025 16:36;16.04.2025;CRM;Salesforce, Inc.;Schmaier R David;Chief Product, Impact Officer;S - Sale;$253.31;-6,959;36,09;-16%;-$1,762,769;;;;
D;24.04.2025 16:40;23.04.2025;CRM;Salesforce, Inc.;Harris Parker;Co-Founder, CTO, Slack;S - Sale+OE;$253.66;-897;1,944,173;0%;-$227,536;;;;
D;24.04.2025 16:46;23.04.2025;CRM;Salesforce, Inc.;Millham Brian;Advisor to CEO;S - Sale+OE;$253.66;-979;6,487;-13%;-$248,337;;;;
D;24.04.2025 16:56;23.04.2025;CRM;Salesforce, Inc.;Tallapragada Srinivas;Chief Eng, Cust Success Office;S - Sale+OE;$253.66;-897;41,422;-2%;-$227,536;;;;
D;24.04.2025 17:01;23.04.2025;CRM;Salesforce, Inc.;Schmaier R David;Chief Product, Impact Officer;S - Sale+OE;$253.66;-4,586;33,273;-12%;-$1,163,302;;;;
D;24.04.2025 17:07;23.04.2025;CRM;Salesforce, Inc.;Reddy Sundeep G.;EVP, Chief Accounting Officer;S - Sale+OE;$253.66;-1,525;12,211;-11%;-$386,837;;;;
;05.05.2025 18:15;02.05.2025;CRM;Salesforce, Inc.;Reddy Sundeep G.;EVP, Chief Accounting Officer;S - Sale;$275.00;-500;11,711;-4%;-$137,500;;;;
D;15.05.2025 16:29;14.05.2025;CRM;Salesforce, Inc.;Tallapragada Srinivas;Chief Eng, Cust Success Office;S - Sale+OE;$295.00;-6,697;41,422;-14%;-$1,975,615;;;;
D;23.05.2025 21:09;23.05.2025;CRM;Salesforce, Inc.;Milano Miguel;Pres, CRO;S - Sale+OE;$279.44;-705;9,323;-7%;-$197,003;;;;
D;23.05.2025 21:11;23.05.2025;CRM;Salesforce, Inc.;Niles Sabastian;Pres, CLO;S - Sale+OE;$279.44;-933;2,495;-27%;-$260,714;;;;
;28.05.2025 16:52;27.05.2025;CRM;Salesforce, Inc.;Niles Sabastian;Pres, CLO;S - Sale;$272.75;-547;1,948;-22%;-$149,194;;;;
M;08.11.2024 20:00;06.11.2024;CRWD;Crowdstrike Holdings, Inc.;Gandhi Sameer K;Dir;S - Sale;$321.79;-6,25;989,387;-1%;-$2,011,173;;;;
;15.11.2024 20:00;15.11.2024;CRWD;Crowdstrike Holdings, Inc.;Henry Shawn;CHIEF SECURITY OFFICER;S - Sale;$340.44;-4;120,298;-3%;-$1,361,760;;;;
D;02.12.2024 20:00;29.11.2024;CRWD;Crowdstrike Holdings, Inc.;Watzinger Gerhard;Dir;S - Sale+OE;$348.93;-30;56,524;-35%;-$10,468,026;;;;
;04.12.2024 19:00;03.12.2024;CRWD;Crowdstrike Holdings, Inc.;Gandhi Sameer K;Dir;S - Sale;$349.34;-6,25;983,137;-1%;-$2,183,361;;;;
D;06.12.2024 16:37;04.12.2024;CRWD;Crowdstrike Holdings, Inc.;Oleary Denis;Dir;S - Sale+OE;$362.75;-17,53;50,239;-26%;-$6,359,008;;;;
;16.12.2024 18:00;16.12.2024;CRWD;Crowdstrike Holdings, Inc.;Henry Shawn;CHIEF SECURITY OFFICER;S - Sale;$368.14;-4,5;115,798;-4%;-$1,656,619;;;;
D;18.12.2024 20:00;16.12.2024;CRWD;Crowdstrike Holdings, Inc.;Austin Roxanne S;Dir;S - Sale+OE;$387.01;-5;18,297;-21%;-$1,935,050;;;;
;26.12.2024 20:00;23.12.2024;CRWD;Crowdstrike Holdings, Inc.;Podbere Burt W.;CFO;S - Sale;$358.14;-11,217;516,326;-2%;-$4,017,296;;;;
;26.12.2024 20:00;23.12.2024;CRWD;Crowdstrike Holdings, Inc.;Kurtz George;Pres, CEO;S - Sale;$359.70;-18,071;6,467,848;0%;-$6,500,108;;;;
;26.12.2024 20:00;23.12.2024;CRWD;Crowdstrike Holdings, Inc.;Sentonas Michael;Pres;S - Sale;$358.47;-10,801;389,589;-3%;-$3,871,812;;;;
M;26.12.2024 20:00;23.12.2024;CRWD;Crowdstrike Holdings, Inc.;Saha Anurag;CHIEF ACCOUNTING OFFICER;S - Sale;$361.99;-4,721;38,201;-11%;-$1,708,958;;;;
M;26.12.2024 20:00;23.12.2024;CRWD;Crowdstrike Holdings, Inc.;Henry Shawn;CHIEF SECURITY OFFICER;S - Sale;$360.01;-13,584;102,214;-12%;-$4,890,381;;;;
;03.01.2025 20:00;02.01.2025;CRWD;Crowdstrike Holdings, Inc.;Gandhi Sameer K;Dir;S - Sale;$345.65;-6,25;5,835,747;0%;-$2,160,282;;;;
;16.01.2025 19:00;15.01.2025;CRWD;Crowdstrike Holdings, Inc.;Henry Shawn;CHIEF SECURITY OFFICER;S - Sale;$354.91;-4;98,214;-4%;-$1,419,652;;;;
;06.02.2025 18:45;05.02.2025;CRWD;Crowdstrike Holdings, Inc.;Gandhi Sameer K;Dir;S - Sale;$412.39;-6,25;5,829,497;0%;-$2,577,461;;;;
M;11.02.2025 18:00;07.02.2025;CRWD;Crowdstrike Holdings, Inc.;Gandhi Sameer K;Dir;S - Sale;$427.96;-25;5,804,497;0%;-$10,698,940;;;;
;18.02.2025 20:45;25.06.2024;CRWD;Crowdstrike Holdings, Inc.;Saha Anurag;CHIEF ACCOUNTING OFFICER;S - Sale;$384.27;-540;37,661;-1%;-$207,503;;;;
;19.02.2025 20:00;18.02.2025;CRWD;Crowdstrike Holdings, Inc.;Henry Shawn;CHIEF SECURITY OFFICER;S - Sale;$450.67;-4;94,214;-4%;-$1,802,664;;;;
;04.03.2025 19:00;03.03.2025;CRWD;Crowdstrike Holdings, Inc.;Gandhi Sameer K;Dir;S - Sale;$390.92;-6,25;5,798,247;0%;-$2,443,264;;;;
;17.03.2025 19:30;17.03.2025;CRWD;Crowdstrike Holdings, Inc.;Henry Shawn;CHIEF SECURITY OFFICER;S - Sale;$353.00;-4,5;89,714;-5%;-$1,588,500;;;;
;25.03.2025 20:00;21.03.2025;CRWD;Crowdstrike Holdings, Inc.;Podbere Burt W.;CFO;S - Sale;$358.10;-13,529;500,354;-3%;-$4,844,717;;;;
;25.03.2025 20:00;21.03.2025;CRWD;Crowdstrike Holdings, Inc.;Sentonas Michael;Pres;S - Sale;$358.62;-13,543;405,308;-3%;-$4,856,803;;;;
;25.03.2025 20:00;21.03.2025;CRWD;Crowdstrike Holdings, Inc.;Kurtz George;Pres, CEO;S - Sale;$358.68;-22,449;5,486,365;0%;-$8,051,996;;;;
M;25.03.2025 20:00;21.03.2025;CRWD;Crowdstrike Holdings, Inc.;Henry Shawn;CHIEF SECURITY OFFICER;S - Sale;$360.94;-7,643;82,071;-9%;-$2,758,659;;;;
M;25.03.2025 20:00;21.03.2025;CRWD;Crowdstrike Holdings, Inc.;Saha Anurag;CHIEF ACCOUNTING OFFICER;S - Sale;$366.37;-3,637;34,024;-10%;-$1,332,497;;;;
;02.04.2025 19:30;01.04.2025;CRWD;Crowdstrike Holdings, Inc.;Watzinger Gerhard;Dir;S - Sale;$359.57;-10;136,67;-7%;-$3,595,654;;;;
;08.04.2025 20:00;04.04.2025;CRWD;Crowdstrike Holdings, Inc.;Gandhi Sameer K;Dir;S - Sale;$324.16;-6,25;5,792,030;0%;-$2,026,011;;;;
D;10.04.2025 20:00;09.04.2025;CRWD;Crowdstrike Holdings, Inc.;Austin Roxanne S;Dir;S - Sale+OE;$380.00;-5;18,297;-21%;-$1,900,000;;;;
M;16.04.2025 20:00;14.04.2025;CRWD;Crowdstrike Holdings, Inc.;Watzinger Gerhard;Dir;S - Sale;$386.84;-10;126,67;-7%;-$3,868,358;;;;
;22.04.2025 20:00;21.04.2025;CRWD;Crowdstrike Holdings, Inc.;Flower Johanna;Dir;S - Sale;$362.48;-2,974;82,875;-3%;-$1,078,020;;;;
;28.04.2025 20:40;24.04.2025;CRWD;Crowdstrike Holdings, Inc.;Watzinger Gerhard;Dir;S - Sale;$409.00;-10,5;116,17;-8%;-$4,294,500;;;;
;02.05.2025 20:00;01.05.2025;CRWD;Crowdstrike Holdings, Inc.;Gandhi Sameer K;Dir;S - Sale;$434.61;-6,25;5,785,780;0%;-$2,716,310;;;;
;06.05.2025 20:00;05.05.2025;CRWD;Crowdstrike Holdings, Inc.;Kurtz George;Pres, CEO;S - Sale;$447.54;-55,556;2,292,610;-2%;-$24,863,354;;;;
;06.05.2025 20:00;05.05.2025;CRWD;Crowdstrike Holdings, Inc.;Watzinger Gerhard;Dir;S - Sale;$449.00;-10;106,17;-9%;-$4,490,000;;;;
;06.05.2025 20:00;05.05.2025;CRWD;Crowdstrike Holdings, Inc.;Podbere Burt W.;CFO;S - Sale;$436.88;-16;505,268;-3%;-$6,990,135;;;;
;28.05.2025 20:00;27.05.2025;CRWD;Crowdstrike Holdings, Inc.;Watzinger Gerhard;Dir;S - Sale;$469.00;-10;96,17;-9%;-$4,690,000;;;;
;19.11.2024 17:55;15.11.2024;CSCO;Cisco Systems, Inc.;Stahlkopf Deborah L;EVP, GC;S - Sale;$57.49;-58,188;219,1;-21%;-$3,344,955;;;;
;19.11.2024 17:56;15.11.2024;CSCO;Cisco Systems, Inc.;Herren Richard Scott;EVP, CFO;S - Sale;$57.49;-86,351;365,314;-19%;-$4,963,896;;;;
;19.11.2024 17:58;15.11.2024;CSCO;Cisco Systems, Inc.;Robbins Charles;Chair, CEO;S - Sale;$57.49;-171,744;783,786;-18%;-$9,872,824;;;;
;21.11.2024 19:44;20.11.2024;CSCO;Cisco Systems, Inc.;Subaiya Thimaya K.;EVP, Operations;S - Sale;$57.07;-21,23;213,834;-9%;-$1,211,541;;;;
;02.12.2024 19:39;27.11.2024;CSCO;Cisco Systems, Inc.;Wong Maria Victoria;SVP, Chief Acctg Officer;S - Sale;$59.73;-4,881;51,931;-9%;-$291,542;;;;
;06.12.2024 17:43;06.12.2024;CSCO;Cisco Systems, Inc.;Johnson Kristina M;Dir;S - Sale;$59.87;-7,5;65,915;-10%;-$449,025;;;;
;12.12.2024 20:10;12.12.2024;CSCO;Cisco Systems, Inc.;Stahlkopf Deborah L;EVP, GC;S - Sale;$59.21;-2,66;214,712;-1%;-$157,507;;;;
;12.12.2024 20:13;12.12.2024;CSCO;Cisco Systems, Inc.;Wong Maria Victoria;SVP, Chief Acctg Officer;S - Sale;$58.69;-586;50,767;-1%;-$34,392;;;;
;12.12.2024 20:14;12.12.2024;CSCO;Cisco Systems, Inc.;Subaiya Thimaya K.;EVP, Operations;S - Sale;$59.19;-3,042;207,798;-1%;-$180,058;;;;
;18.02.2025 18:59;14.02.2025;CSCO;Cisco Systems, Inc.;Robbins Charles;Chair, CEO;S - Sale;$64.41;-31,983;736,12;-4%;-$2,060,179;;;;
;18.02.2025 18:58;14.02.2025;CSCO;Cisco Systems, Inc.;Herren Richard Scott;EVP, CFO;S - Sale;$64.41;-19,929;335,605;-6%;-$1,283,703;;;;
;24.02.2025 18:16;20.02.2025;CSCO;Cisco Systems, Inc.;Subaiya Thimaya K.;EVP, Operations;S - Sale;$64.52;-8,973;194,644;-4%;-$578,958;;;;
;24.02.2025 18:16;21.02.2025;CSCO;Cisco Systems, Inc.;Stahlkopf Deborah L;EVP, GC;S - Sale;$64.37;-11,808;200,191;-6%;-$760,031;;;;
;27.02.2025 16:13;26.02.2025;CSCO;Cisco Systems, Inc.;Wong Maria Victoria;SVP, Chief Acctg Officer;S - Sale;$63.96;-3,485;45,32;-7%;-$222,901;;;;
;12.03.2025 19:21;12.03.2025;CSCO;Cisco Systems, Inc.;Stahlkopf Deborah L;EVP, GC;S - Sale;$60.71;-2,856;195,774;-1%;-$173,393;;;;
;12.03.2025 19:22;12.03.2025;CSCO;Cisco Systems, Inc.;Wong Maria Victoria;SVP, Chief Acctg Officer;S - Sale;$60.99;-762;44,155;-2%;-$46,474;;;;
;12.03.2025 19:21;12.03.2025;CSCO;Cisco Systems, Inc.;Subaiya Thimaya K.;EVP, Operations;S - Sale;$60.70;-2,065;191,184;-1%;-$125,344;;;;
;20.05.2025 16:42;16.05.2025;CSCO;Cisco Systems, Inc.;Stahlkopf Deborah L;EVP, GC;S - Sale;$63.50;-9,643;181,186;-5%;-$612,301;;;;
;20.05.2025 16:44;16.05.2025;CSCO;Cisco Systems, Inc.;Patel Jeetendra I;Pres, CPO;S - Sale;$63.97;-9,961;257,362;-4%;-$637,205;;;;
;29.05.2025 19:21;28.05.2025;CSCO;Cisco Systems, Inc.;Tuszik Oliver;EVP, Global Sales;S - Sale;$63.53;-15;131,676;-10%;-$952,947;;;;
;29.05.2025 19:22;28.05.2025;CSCO;Cisco Systems, Inc.;Wong Maria Victoria;SVP, Chief Acctg Officer;S - Sale;$63.51;-4,185;38,103;-10%;-$265,781;;;;
D;19.11.2024 16:09;15.11.2024;DELL;Dell Technologies Inc.;Vojvodich Radakovich Lynn;Dir;S - Sale+OE;$132.28;-725;23,68;-3%;-$95,903;;;;
;26.11.2024 16:17;22.11.2024;DELL;Dell Technologies Inc.;McGill Yvonne;CFO;S - Sale;$143.24;-8;243,986;-3%;-$1,145,944;;;;
;04.12.2024 16:09;02.12.2024;DELL;Dell Technologies Inc.;McGill Yvonne;CFO;S - Sale;$125.82;-8;235,986;-3%;-$1,006,591;;;;
D;09.12.2024 19:48;05.12.2024;DELL;Dell Technologies Inc.;Slta IV (Gp), L.L.C.;Dir, 10%;S - Sale+OE;$126.04;-430,457;1,309,652;-25%;-$54,253,498;;;;
D;09.12.2024 19:53;05.12.2024;DELL;Dell Technologies Inc.;Slta V (Gp), L.L.C.;Dir, 10%;S - Sale+OE;$126.04;-430,457;1,309,652;-25%;-$54,253,498;;;;
D;09.12.2024 19:57;06.12.2024;DELL;Dell Technologies Inc.;Slta IV (Gp), L.L.C.;Dir, 10%;S - Sale+OE;$123.41;-1,201,798;1,883,576;-39%;-$148,315,568;;;;
D;09.12.2024 20:00;06.12.2024;DELL;Dell Technologies Inc.;Slta V (Gp), L.L.C.;Dir, 10%;S - Sale+OE;$123.41;-1,201,798;1,883,576;-39%;-$148,315,568;;;;
;09.12.2024 20:07;06.12.2024;DELL;Dell Technologies Inc.;Slta IV (Gp), L.L.C.;Dir, 10%;S - Sale;$125.28;-103,745;1,161,436;-8%;-$12,997,462;;;;
;09.12.2024 20:10;06.12.2024;DELL;Dell Technologies Inc.;Slta V (Gp), L.L.C.;Dir, 10%;S - Sale;$125.28;-103,745;1,161,436;-8%;-$12,997,462;;;;
;11.12.2024 16:30;10.12.2024;DELL;Dell Technologies Inc.;Silver Lake Group, L.L.C.;Dir, 10%;S - Sale;$118.16;-7,496;1,127,627;-1%;-$885,727;;;;
D;17.12.2024 16:09;16.12.2024;DELL;Dell Technologies Inc.;Vojvodich Radakovich Lynn;Dir;S - Sale+OE;$120.00;-725;23,68;-3%;-$87,000;;;;
DM;08.01.2025 21:36;06.01.2025;DELL;Dell Technologies Inc.;Slta IV (Gp), L.L.C.;Dir, 10%;S - Sale+OE;$124.21;-395,654;1,266,057;-24%;-$49,144,894;;;;
DM;08.01.2025 21:37;06.01.2025;DELL;Dell Technologies Inc.;Slta V (Gp), L.L.C.;Dir, 10%;S - Sale+OE;$124.21;-395,654;1,266,057;-24%;-$49,144,894;;;;
D;08.01.2025 21:42;07.01.2025;DELL;Dell Technologies Inc.;Slta IV (Gp), L.L.C.;Dir, 10%;S - Sale+OE;$124.31;-324,076;1,859,355;-15%;-$40,286,694;;;;
D;08.01.2025 21:45;07.01.2025;DELL;Dell Technologies Inc.;Slta V (Gp), L.L.C.;Dir, 10%;S - Sale+OE;$124.31;-324,076;1,859,355;-15%;-$40,286,694;;;;
;08.01.2025 21:47;08.01.2025;DELL;Dell Technologies Inc.;Slta IV (Gp), L.L.C.;Dir, 10%;S - Sale;$119.73;-499,045;1,360,310;-27%;-$59,750,319;;;;
;08.01.2025 21:48;08.01.2025;DELL;Dell Technologies Inc.;Slta V (Gp), L.L.C.;Dir, 10%;S - Sale;$119.73;-499,045;1,360,310;-27%;-$59,750,319;;;;
D;24.01.2025 16:08;22.01.2025;DELL;Dell Technologies Inc.;Vojvodich Radakovich Lynn;Dir;S - Sale+OE;$120.00;-725;23,68;-3%;-$87,000;;;;
D;20.02.2025 16:10;18.02.2025;DELL;Dell Technologies Inc.;Vojvodich Radakovich Lynn;Dir;S - Sale+OE;$120.00;-725;23,68;-3%;-$87,000;;;;
;01.04.2025 16:16;28.03.2025;DELL;Dell Technologies Inc.;Rios Brunilda;Chief Accounting Officer;S - Sale;$93.29;-926;37,948;-2%;-$86,387;;;;
